+-----+------------+-----------+------+--------+--------+--------+------------+------------+------------+-------------+-----------+---------------+-------------+---------------+-------+-----------+---------+------+---------+-------+-----------+---------+------+-----+-----+-----+----+----+----+-----+----+-----+------+-----------------------+-----------------------------+
| id  | first_name | last_name | bats | throws | weight | height |   debut    | final_game | birth_year | birth_month | birth_day |  birth_city   | birth_state | birth_country |  id   | player_id | team_id | year | salary  |  id   | player_id | team_id | year |  G  | AB  |  H  | 2B | 3B | HR | RBI | SB | id  | year |         name          |            park             |
| 106 | Terry      | Adams     | R    | R      | 180    | 75     | 1995-08-10 | 2005-05-23 | 1973       | 3           | 6         | Mobile        | AL          | USA           | 12661 | 106       | 72      | 2000 | 1400000 | 79272 | 106       | 72      | 2000 | 66  | 2   | 0   | 0  | 0  | 0  | 0   | 0  | 72  | 2001 | Los Angeles Dodgers   | Dodger Stadium              |
| 106 | Terry      | Adams     | R    | R      | 180    | 75     | 1995-08-10 | 2005-05-23 | 1973       | 3           | 6         | Mobile        | AL          | USA           | 13502 | 106       | 72      | 2001 | 2600000 | 80660 | 106       | 72      | 2001 | 43  | 39  | 2   | 1  | 0  | 0  | 1   | 0  | 72  | 2001 | Los Angeles Dodgers   | Dodger Stadium              |
| 108 | Willie     | Adams     | R    | R      | 215    | 79     | 1996-06-11 | 1997-08-14 | 1972       | 10          | 8         | Gallup        | NM          | USA           | 9023  | 108       | 95      | 1996 | 109000  | 74164 | 108       | 95      | 1996 | 12  | 0   | 0   | 0  | 0  | 0  | 0   | 0  | 95  | 2001 | Oakland Athletics     | Oakland Coliseum            |
| 108 | Willie     | Adams     | R    | R      | 215    | 79     | 1996-06-11 | 1997-08-14 | 1972       | 10          | 8         | Gallup        | NM          | USA           | 9948  | 108       | 95      | 1997 | 157500  | 75417 | 108       | 95      | 1997 | 13  | 0   | 0   | 0  | 0  | 0  | 0   | 0  | 95  | 2001 | Oakland Athletics     | Oakland Coliseum            |
| 130 | Troy       | Afenir    | R    | R      | 185    | 76     | 1987-09-14 | 1992-07-10 | 1963       | 9           | 21        | Escondido     | CA          | USA           | 5025  | 130       | 42      | 1992 | 130000  | 69633 | 130       | 42      | 1992 | 16  | 34  | 6   | 1  | 2  | 0  | 4   | 0  | 42  | 2001 | Cincinnati Reds       | Cinergy Field               |
| 130 | Troy       | Afenir    | R    | R      | 185    | 76     | 1987-09-14 | 1992-07-10 | 1963       | 9           | 21        | Escondido     | CA          | USA           | 3858  | 130       | 95      | 1990 | 100000  | 67433 | 130       | 95      | 1990 | 14  | 14  | 2   | 0  | 0  | 0  | 2   | 0  | 95  | 2001 | Oakland Athletics     | Oakland Coliseum            |
| 132 | Benny      | Agbayani  | R    | R      | 225    | 72     | 1998-06-17 | 2002-09-29 | 1971       | 12          | 28        | Honolulu      | HI          | USA           | 11897 | 132       | 90      | 1999 | 200000  | 77975 | 132       | 90      | 1999 | 101 | 276 | 79  | 18 | 3  | 14 | 42  | 6  | 90  | 2001 | New York Mets         | Shea Stadium                |
| 132 | Benny      | Agbayani  | R    | R      | 225    | 72     | 1998-06-17 | 2002-09-29 | 1971       | 12          | 28        | Honolulu      | HI          | USA           | 12803 | 132       | 90      | 2000 | 220000  | 79273 | 132       | 90      | 2000 | 119 | 350 | 101 | 19 | 1  | 15 | 60  | 5  | 90  | 2001 | New York Mets         | Shea Stadium                |
| 132 | Benny      | Agbayani  | R    | R      | 225    | 72     | 1998-06-17 | 2002-09-29 | 1971       | 12          | 28        | Honolulu      | HI          | USA           | 13648 | 132       | 90      | 2001 | 260000  | 80661 | 132       | 90      | 2001 | 91  | 296 | 82  | 14 | 2  | 6  | 27  | 4  | 90  | 2001 | New York Mets         | Shea Stadium                |
| 137 | Juan       | Agosto    | L    | L      | 190    | 74     | 1981-09-07 | 1993-06-19 | 1958       | 2           | 23        | Rio Piedras   | NULL        | P.R.          | 98    | 137       | 34      | 1985 | 147500  | 62260 | 137       | 34      | 1985 | 54  | 0   | 0   | 0  | 0  | 0  | 0   | 0  | 34  | 2001 | Chicago White Sox     | Comiskey Park II            |
| 137 | Juan       | Agosto    | L    | L      | 190    | 74     | 1981-09-07 | 1993-06-19 | 1958       | 2           | 23        | Rio Piedras   | NULL        | P.R.          | 1520  | 137       | 59      | 1987 | 100000  | 64275 | 137       | 59      | 1987 | 27  | 1   | 0   | 0  | 0  | 0  | 0   | 0  | 59  | 2001 | Houston Astros        | Enron Field                 |
| 137 | Juan       | Agosto    | L    | L      | 190    | 74     | 1981-09-07 | 1993-06-19 | 1958       | 2           | 23        | Rio Piedras   | NULL        | P.R.          | 2143  | 137       | 59      | 1988 | 157500  | 65323 | 137       | 59      | 1988 | 75  | 5   | 0   | 0  | 0  | 0  | 0   | 0  | 59  | 2001 | Houston Astros        | Enron Field                 |
| 137 | Juan       | Agosto    | L    | L      | 190    | 74     | 1981-09-07 | 1993-06-19 | 1958       | 2           | 23        | Rio Piedras   | NULL        | P.R.          | 2818  | 137       | 59      | 1989 | 610000  | 66360 | 137       | 59      | 1989 | 71  | 5   | 1   | 0  | 0  | 0  | 0   | 0  | 59  | 2001 | Houston Astros        | Enron Field                 |
| 137 | Juan       | Agosto    | L    | L      | 190    | 74     | 1981-09-07 | 1993-06-19 | 1958       | 2           | 23        | Rio Piedras   | NULL        | P.R.          | 3588  | 137       | 59      | 1990 | 850000  | 67434 | 137       | 59      | 1990 | 82  | 2   | 0   | 0  | 0  | 0  | 0   | 0  | 59  | 2001 | Houston Astros        | Enron Field                 |
| 137 | Juan       | Agosto    | L    | L      | 190    | 74     | 1981-09-07 | 1993-06-19 | 1958       | 2           | 23        | Rio Piedras   | NULL        | P.R.          | 5515  | 137       | 121     | 1992 | 1666667 | 69635 | 137       | 115     | 1992 | 17  | 0   | 0   | 0  | 0  | 0  | 0   | 0  | 115 | 2001 | Seattle Mariners      | Safeco Field                |
| 137 | Juan       | Agosto    | L    | L      | 190    | 74     | 1981-09-07 | 1993-06-19 | 1958       | 2           | 23        | Rio Piedras   | NULL        | P.R.          | 4767  | 137       | 121     | 1991 | 1166667 | 68549 | 137       | 121     | 1991 | 72  | 3   | 1   | 0  | 0  | 0  | 0   | 0  | 121 | 2001 | St. Louis Cardinals   | Busch Stadium II            |
| 137 | Juan       | Agosto    | L    | L      | 190    | 74     | 1981-09-07 | 1993-06-19 | 1958       | 2           | 23        | Rio Piedras   | NULL        | P.R.          | 5515  | 137       | 121     | 1992 | 1666667 | 69634 | 137       | 121     | 1992 | 22  | 4   | 0   | 0  | 0  | 0  | 0   | 0  | 121 | 2001 | St. Louis Cardinals   | Busch Stadium II            |
| 139 | Luis       | Aguayo    | R    | R      | 173    | 69     | 1980-04-19 | 1989-09-30 | 1959       | 3           | 13        | Vega Baja     | NULL        | P.R.          | 2765  | 139       | 46      | 1989 | 275000  | 66361 | 139       | 46      | 1989 | 47  | 97  | 17  | 4  | 1  | 1  | 8   | 0  | 46  | 2001 | Cleveland Indians     | Jacobs Field                |
| 139 | Luis       | Aguayo    | R    | R      | 173    | 69     | 1980-04-19 | 1989-09-30 | 1959       | 3           | 13        | Vega Baja     | NULL        | P.R.          | 2373  | 139       | 103     | 1988 | 375000  | 65325 | 139       | 93      | 1988 | 50  | 140 | 35  | 4  | 0  | 3  | 8   | 0  | 93  | 2001 | New York Yankees      | Yankee Stadium II           |
| 139 | Luis       | Aguayo    | R    | R      | 173    | 69     | 1980-04-19 | 1989-09-30 | 1959       | 3           | 13        | Vega Baja     | NULL        | P.R.          | 388   | 139       | 103     | 1985 | 237000  | 62261 | 139       | 103     | 1985 | 91  | 165 | 46  | 7  | 3  | 6  | 21  | 1  | 103 | 2001 | Philadelphia Phillies | Veterans Stadium            |
| 139 | Luis       | Aguayo    | R    | R      | 173    | 69     | 1980-04-19 | 1989-09-30 | 1959       | 3           | 13        | Vega Baja     | NULL        | P.R.          | 1070  | 139       | 103     | 1986 | 275000  | 63260 | 139       | 103     | 1986 | 62  | 133 | 28  | 6  | 1  | 4  | 13  | 1  | 103 | 2001 | Philadelphia Phillies | Veterans Stadium            |
| 139 | Luis       | Aguayo    | R    | R      | 173    | 69     | 1980-04-19 | 1989-09-30 | 1959       | 3           | 13        | Vega Baja     | NULL        | P.R.          | 1750  | 139       | 103     | 1987 | 325000  | 64276 | 139       | 103     | 1987 | 94  | 209 | 43  | 9  | 1  | 12 | 21  | 0  | 103 | 2001 | Philadelphia Phillies | Veterans Stadium            |
| 139 | Luis       | Aguayo    | R    | R      | 173    | 69     | 1980-04-19 | 1989-09-30 | 1959       | 3           | 13        | Vega Baja     | NULL        | P.R.          | 2373  | 139       | 103     | 1988 | 375000  | 65324 | 139       | 103     | 1988 | 49  | 97  | 24  | 3  | 0  | 3  | 5   | 2  | 103 | 2001 | Philadelphia Phillies | Veterans Stadium            |
| 143 | Rick       | Aguilera  | R    | R      | 195    | 76     | 1985-06-12 | 2000-09-06 | 1961       | 12          | 31        | San Gabriel   | CA          | USA           | 7909  | 143       | 84      | 1995 | 4350000 | 72912 | 143       | 15      | 1995 | 30  | 0   | 0   | 0  | 0  | 0  | 0   | 0  | 15  | 2001 | Boston Red Sox        | Fenway Park II              |
| 143 | Rick       | Aguilera  | R    | R      | 195    | 76     | 1985-06-12 | 2000-09-06 | 1961       | 12          | 31        | San Gabriel   | CA          | USA           | 11804 | 143       | 84      | 1999 | 4300000 | 77977 | 143       | 31      | 1999 | 44  | 1   | 0   | 0  | 0  | 0  | 0   | 0  | 31  | 2001 | Chicago Cubs          | Wrigley Field               |
| 143 | Rick       | Aguilera  | R    | R      | 195    | 76     | 1985-06-12 | 2000-09-06 | 1961       | 12          | 31        | San Gabriel   | CA          | USA           | 12440 | 143       | 31      | 2000 | 3500000 | 79274 | 143       | 31      | 2000 | 54  | 0   | 0   | 0  | 0  | 0  | 0   | 0  | 31  | 2001 | Chicago Cubs          | Wrigley Field               |
| 143 | Rick       | Aguilera  | R    | R      | 195    | 76     | 1985-06-12 | 2000-09-06 | 1961       | 12          | 31        | San Gabriel   | CA          | USA           | 3018  | 143       | 90      | 1989 | 310000  | 66363 | 143       | 84      | 1989 | 11  | 0   | 0   | 0  | 0  | 0  | 0   | 0  | 84  | 2001 | Minnesota Twins       | Hubert H Humphrey Metrodome |
| 143 | Rick       | Aguilera  | R    | R      | 195    | 76     | 1985-06-12 | 2000-09-06 | 1961       | 12          | 31        | San Gabriel   | CA          | USA           | 3690  | 143       | 84      | 1990 | 648000  | 67435 | 143       | 84      | 1990 | 56  | 0   | 0   | 0  | 0  | 0  | 0   | 0  | 84  | 2001 | Minnesota Twins       | Hubert H Humphrey Metrodome |
| 143 | Rick       | Aguilera  | R    | R      | 195    | 76     | 1985-06-12 | 2000-09-06 | 1961       | 12          | 31        | San Gabriel   | CA          | USA           | 4484  | 143       | 84      | 1991 | 1533333 | 68550 | 143       | 84      | 1991 | 63  | 0   | 0   | 0  | 0  | 0  | 0   | 0  | 84  | 2001 | Minnesota Twins       | Hubert H Humphrey Metrodome |
| 143 | Rick       | Aguilera  | R    | R      | 195    | 76     | 1985-06-12 | 2000-09-06 | 1961       | 12          | 31        | San Gabriel   | CA          | USA           | 5203  | 143       | 84      | 1992 | 2308333 | 69636 | 143       | 84      | 1992 | 64  | 0   | 0   | 0  | 0  | 0  | 0   | 0  | 84  | 2001 | Minnesota Twins       | Hubert H Humphrey Metrodome |
+-----+------------+-----------+------+--------+--------+--------+------------+------------+------------+-------------+-----------+---------------+-------------+---------------+-------+-----------+---------+------+---------+-------+-----------+---------+------+-----+-----+-----+----+----+----+-----+----+-----+------+-----------------------+-----------------------------+
